"MovieID"	"Title"	"Genres"	"Year"	"No.Reviews"	"Avg.Rating"
48	"Pocahontas (1995)"	"Animation|Children's|Musical|Romance"	1995	382	2.97643979057592
49	"When Night Is Falling (1995)"	"Drama|Romance"	1995	27	3.74074074074074
50	"Usual Suspects, The (1995)"	"Crime|Thriller"	1995	1783	4.5171060011217
51	"Guardian Angel (1994)"	"Action|Drama|Thriller"	1994	0	0
52	"Mighty Aphrodite (1995)"	"Comedy"	1995	431	3.64037122969838
53	"Lamerica (1994)"	"Drama"	1994	8	4.75
54	"Big Green, The (1995)"	"Children's|Comedy"	1995	41	2.5609756097561
55	"Georgia (1995)"	"Drama"	1995	45	3.06666666666667
56	"Kids of the Round Table (1995)"	"Adventure|Children's|Fantasy"	1995	9	2
57	"Home for the Holidays (1995)"	"Drama"	1995	99	3.4040404040404
58	"Postino, Il (The Postman) (1994)"	"Drama|Romance"	1994	501	4.0938123752495
59	"Confessional, The (Le Confessionnal) (1995)"	"Drama|Mystery"	1995	8	2.75
60	"Indian in the Cupboard, The (1995)"	"Adventure|Children's|Fantasy"	1995	357	3.21288515406162
61	"Eye for an Eye (1996)"	"Drama|Thriller"	1996	67	3
62	"Mr. Holland's Opus (1995)"	"Drama"	1995	541	3.69685767097967
63	"Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)"	"Comedy"	1996	111	2.85585585585586
64	"Two if by Sea (1996)"	"Comedy|Romance"	1996	79	2.26582278481013
65	"Bio-Dome (1996)"	"Comedy"	1996	143	2.06293706293706
66	"Lawnmower Man 2: Beyond Cyberspace (1996)"	"Sci-Fi|Thriller"	1996	97	1.67010309278351
67	"Two Bits (1995)"	"Drama"	1995	4	3.25
68	"French Twist (Gazon maudit) (1995)"	"Comedy|Romance"	1995	60	3.45
69	"Friday (1995)"	"Comedy"	1995	319	3.6551724137931
70	"From Dusk Till Dawn (1996)"	"Action|Comedy|Crime|Horror|Thriller"	1996	914	3.15645514223195
71	"Fair Game (1995)"	"Action"	1995	96	2.10416666666667
72	"Kicking and Screaming (1995)"	"Comedy|Drama"	1995	93	3.63440860215054
73	"Misérables, Les (1995)"	"Drama|Musical"	1995	224	3.81696428571429
74	"Bed of Roses (1996)"	"Drama|Romance"	1996	120	2.975
75	"Big Bully (1996)"	"Comedy|Drama"	1996	12	1.91666666666667
76	"Screamers (1995)"	"Sci-Fi|Thriller"	1995	178	2.85393258426966
77	"Nico Icon (1995)"	"Documentary"	1995	34	3.76470588235294
78	"Crossing Guard, The (1995)"	"Drama"	1995	50	3.26
79	"Juror, The (1996)"	"Drama|Thriller"	1996	114	2.60526315789474
80	"White Balloon, The (Badkonake Sefid ) (1995)"	"Drama"	1995	52	3.82692307692308
81	"Things to Do in Denver when You're Dead (1995)"	"Crime|Drama|Romance"	1995	166	3.16265060240964
82	"Antonia's Line (Antonia) (1995)"	"Drama"	1995	89	3.87640449438202
83	"Once Upon a Time... When We Were Colored (1995)"	"Drama"	1995	33	3.6969696969697
84	"Last Summer in the Hamptons (1995)"	"Comedy|Drama"	1995	21	3.0952380952381
85	"Angels and Insects (1995)"	"Drama|Romance"	1995	194	3.4020618556701
86	"White Squall (1996)"	"Adventure|Drama"	1996	236	3.39406779661017
87	"Dunston Checks In (1996)"	"Children's|Comedy"	1996	76	2.21052631578947
88	"Black Sheep (1996)"	"Comedy"	1996	192	2.94270833333333
89	"Nick of Time (1995)"	"Action|Thriller"	1995	229	3.07423580786026
90	"Journey of August King, The (1995)"	"Drama"	1995	6	3.66666666666667
92	"Mary Reilly (1996)"	"Drama|Thriller"	1996	88	2.34090909090909
93	"Vampire in Brooklyn (1995)"	"Comedy|Romance"	1995	89	2.23595505617978
94	"Beautiful Girls (1996)"	"Drama"	1996	182	3.72527472527473
95	"Broken Arrow (1996)"	"Action|Thriller"	1996	638	2.87617554858934
96	"In the Bleak Midwinter (1995)"	"Comedy"	1995	13	3.92307692307692
97	"Hate (Haine, La) (1995)"	"Drama"	1995	44	3.75
98	"Shopping (1994)"	"Action|Thriller"	1994	6	2
99	"Heidi Fleiss: Hollywood Madam (1995)"	"Documentary"	1995	50	3.46
100	"City Hall (1996)"	"Drama|Thriller"	1996	128	3.0625
101	"Bottle Rocket (1996)"	"Comedy"	1996	253	3.8695652173913
102	"Mr. Wrong (1996)"	"Comedy"	1996	60	1.81666666666667
103	"Unforgettable (1996)"	"Thriller"	1996	33	3.21212121212121
104	"Happy Gilmore (1996)"	"Comedy"	1996	682	3.52639296187683
105	"Bridges of Madison County, The (1995)"	"Drama|Romance"	1995	387	3.23255813953488
106	"Nobody Loves Me (Keiner liebt mich) (1994)"	"Comedy|Drama"	1994	12	3.58333333333333
107	"Muppet Treasure Island (1996)"	"Adventure|Children's|Comedy|Musical"	1996	256	3.1484375
108	"Catwalk (1995)"	"Documentary"	1995	7	2.85714285714286
109	"Headless Body in Topless Bar (1995)"	"Comedy"	1995	0	0
110	"Braveheart (1995)"	"Action|Drama|War"	1995	2443	4.23495702005731
111	"Taxi Driver (1976)"	"Drama|Thriller"	1976	1240	4.18387096774194
112	"Rumble in the Bronx (1995)"	"Action|Adventure|Crime"	1995	570	3.44385964912281
113	"Before and After (1996)"	"Drama|Mystery"	1996	53	2.9811320754717
114	"Margaret's Museum (1995)"	"Drama"	1995	11	3.09090909090909
115	"Happiness Is in the Field (1995)"	"Comedy"	1995	0	0
116	"Anne Frank Remembered (1995)"	"Documentary"	1995	41	4.09756097560976
117	"Young Poisoner's Handbook, The (1995)"	"Crime"	1995	79	3.63291139240506
118	"If Lucy Fell (1996)"	"Comedy|Romance"	1996	68	3.07352941176471
119	"Steal Big, Steal Little (1995)"	"Comedy"	1995	13	2.46153846153846
120	"Race the Sun (1996)"	"Drama"	1996	3	2.66666666666667
121	"Boys of St. Vincent, The (1993)"	"Drama"	1993	37	4.05405405405405
122	"Boomerang (1992)"	"Comedy|Romance"	1992	194	2.7680412371134
123	"Chungking Express (1994)"	"Drama|Mystery|Romance"	1994	115	3.8695652173913
124	"Star Maker, The (Uomo delle stelle, L') (1995)"	"Drama"	1995	14	3.21428571428571
125	"Flirting With Disaster (1996)"	"Comedy"	1996	318	3.83333333333333
126	"NeverEnding Story III, The (1994)"	"Adventure|Children's|Fantasy"	1994	99	1.98989898989899
127	"Silence of the Palace, The (Saimt el Qusur) (1994)"	"Drama"	1994	1	1
128	"Jupiter's Wife (1994)"	"Documentary"	1994	12	4.33333333333333
129	"Pie in the Sky (1995)"	"Comedy|Romance"	1995	13	3.30769230769231
130	"Angela (1995)"	"Drama"	1995	2	4
131	"Frankie Starlight (1995)"	"Drama|Romance"	1995	16	3.0625
132	"Jade (1995)"	"Thriller"	1995	91	2.49450549450549
133	"Nueba Yol (1995)"	"Comedy|Drama"	1995	1	1
134	"Sonic Outlaws (1995)"	"Documentary"	1995	2	4
135	"Down Periscope (1996)"	"Comedy"	1996	133	2.81203007518797
136	"From the Journals of Jean Seberg (1995)"	"Documentary"	1995	8	3.25
137	"Man of the Year (1995)"	"Documentary"	1995	13	3
138	"Neon Bible, The (1995)"	"Drama"	1995	2	2.5
139	"Target (1995)"	"Action|Drama"	1995	1	4
140	"Up Close and Personal (1996)"	"Drama|Romance"	1996	139	3.16546762589928
141	"Birdcage, The (1996)"	"Comedy"	1996	682	3.54985337243402
142	"Shadows (Cienie) (1988)"	"Drama"	1988	1	1
143	"Gospa (1995)"	"Drama"	1995	0	0
144	"Brothers McMullen, The (1995)"	"Comedy"	1995	433	3.39260969976905
145	"Bad Boys (1995)"	"Action"	1995	362	3.29558011049724
146	"Amazing Panda Adventure, The (1995)"	"Adventure|Children's"	1995	18	2.88888888888889
147	"Basketball Diaries, The (1995)"	"Drama"	1995	181	3.5414364640884
148	"Awfully Big Adventure, An (1995)"	"Drama"	1995	23	2.78260869565217
149	"Amateur (1994)"	"Crime|Drama|Thriller"	1994	47	3.78723404255319
150	"Apollo 13 (1995)"	"Drama"	1995	1251	4.07354116706635
151	"Rob Roy (1995)"	"Drama|Romance|War"	1995	554	3.5884476534296
152	"Addiction, The (1995)"	"Horror"	1995	69	3
153	"Batman Forever (1995)"	"Action|Adventure|Comedy|Crime"	1995	777	2.64221364221364
154	"Belle de jour (1967)"	"Drama"	1967	168	3.72619047619048
155	"Beyond Rangoon (1995)"	"Drama|War"	1995	87	3.41379310344828
156	"Blue in the Face (1995)"	"Comedy"	1995	66	3.56060606060606
157	"Canadian Bacon (1994)"	"Comedy|War"	1994	187	2.73262032085561
158	"Casper (1995)"	"Adventure|Children's"	1995	259	2.98069498069498
159	"Clockers (1995)"	"Drama"	1995	116	3.28448275862069
160	"Congo (1995)"	"Action|Adventure|Mystery|Sci-Fi"	1995	565	2.23893805309735
161	"Crimson Tide (1995)"	"Drama|Thriller|War"	1995	760	3.72368421052632
162	"Crumb (1994)"	"Documentary"	1994	491	4.06313645621181
163	"Desperado (1995)"	"Action|Romance|Thriller"	1995	540	3.45740740740741
164	"Devil in a Blue Dress (1995)"	"Crime|Film-Noir|Mystery|Thriller"	1995	379	3.56728232189974
165	"Die Hard: With a Vengeance (1995)"	"Action|Thriller"	1995	825	3.56121212121212
166	"Doom Generation, The (1995)"	"Comedy|Drama"	1995	61	2.45901639344262
167	"Feast of July (1995)"	"Drama"	1995	5	3.6
168	"First Knight (1995)"	"Action|Adventure|Drama|Romance"	1995	362	2.95027624309392
169	"Free Willy 2: The Adventure Home (1995)"	"Adventure|Children's|Drama"	1995	113	2.01769911504425
170	"Hackers (1995)"	"Action|Crime|Thriller"	1995	321	3.14641744548287
171	"Jeffrey (1995)"	"Comedy"	1995	93	3.56989247311828
172	"Johnny Mnemonic (1995)"	"Action|Sci-Fi|Thriller"	1995	458	2.5764192139738
173	"Judge Dredd (1995)"	"Action|Adventure|Sci-Fi"	1995	564	2.30851063829787
174	"Jury Duty (1995)"	"Comedy"	1995	81	2.30864197530864
175	"Kids (1995)"	"Drama"	1995	220	3.47727272727273
176	"Living in Oblivion (1995)"	"Comedy"	1995	205	3.91707317073171
177	"Lord of Illusions (1995)"	"Horror"	1995	139	2.73381294964029
178	"Love & Human Remains (1993)"	"Comedy"	1993	19	3.47368421052632
179	"Mad Love (1995)"	"Drama|Romance"	1995	48	2.20833333333333
180	"Mallrats (1995)"	"Comedy"	1995	451	3.54767184035477
181	"Mighty Morphin Power Rangers: The Movie (1995)"	"Action|Children's"	1995	93	1.61290322580645
182	"Moonlight and Valentino (1995)"	"Drama|Romance"	1995	49	3.14285714285714
183	"Mute Witness (1994)"	"Thriller"	1994	29	3.48275862068966
184	"Nadja (1994)"	"Drama"	1994	26	3.34615384615385
185	"Net, The (1995)"	"Sci-Fi|Thriller"	1995	569	2.86994727592267
186	"Nine Months (1995)"	"Comedy"	1995	211	2.76303317535545
187	"Party Girl (1995)"	"Comedy"	1995	105	3.23809523809524
188	"Prophecy, The (1995)"	"Horror"	1995	190	3.22105263157895
189	"Reckless (1995)"	"Comedy"	1995	15	3.4
190	"Safe (1995)"	"Thriller"	1995	100	3.75
191	"Scarlet Letter, The (1995)"	"Drama"	1995	75	2.46666666666667
192	"Show, The (1995)"	"Documentary"	1995	2	3
193	"Showgirls (1995)"	"Drama"	1995	217	2.05069124423963
194	"Smoke (1995)"	"Drama"	1995	213	3.75586854460094
195	"Something to Talk About (1995)"	"Comedy|Drama|Romance"	1995	164	2.84146341463415
196	"Species (1995)"	"Horror|Sci-Fi"	1995	550	2.82363636363636
197	"Stars Fell on Henrietta, The (1995)"	"Drama"	1995	17	3.05882352941176
198	"Strange Days (1995)"	"Action|Crime|Sci-Fi"	1995	605	3.29586776859504
199	"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"	"Drama|Musical"	1964	117	3.81196581196581
200	"Tie That Binds, The (1995)"	"Thriller"	1995	12	2.41666666666667
201	"Three Wishes (1995)"	"Drama"	1995	33	2.63636363636364
202	"Total Eclipse (1995)"	"Drama|Romance"	1995	30	2.5
203	"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"	"Comedy"	1995	203	3.05418719211823
204	"Under Siege 2: Dark Territory (1995)"	"Action"	1995	203	2.92118226600985
205	"Unstrung Heroes (1995)"	"Comedy|Drama"	1995	85	3.61176470588235
206	"Unzipped (1995)"	"Documentary"	1995	82	3.67073170731707
207	"Walk in the Clouds, A (1995)"	"Drama|Romance"	1995	219	3.1324200913242
208	"Waterworld (1995)"	"Action|Adventure"	1995	651	2.63133640552995
209	"White Man's Burden (1995)"	"Drama"	1995	52	2.46153846153846
210	"Wild Bill (1995)"	"Western"	1995	41	3.14634146341463
211	"Browning Version, The (1994)"	"Drama"	1994	34	3.55882352941176
212	"Bushwhacked (1995)"	"Comedy"	1995	14	1.92857142857143
213	"Burnt By the Sun (Utomlyonnye solntsem) (1994)"	"Drama"	1994	123	4.05691056910569
214	"Before the Rain (Pred dozhdot) (1994)"	"Drama"	1994	28	4.25
215	"Before Sunrise (1995)"	"Drama|Romance"	1995	160	3.80625
216	"Billy Madison (1995)"	"Comedy"	1995	355	3.1830985915493
217	"Babysitter, The (1995)"	"Drama|Thriller"	1995	64	2.625
218	"Boys on the Side (1995)"	"Comedy|Drama"	1995	195	3.12820512820513
219	"Cure, The (1995)"	"Drama"	1995	22	3.18181818181818
220	"Castle Freak (1995)"	"Horror"	1995	28	1.82142857142857
222	"Circle of Friends (1995)"	"Drama|Romance"	1995	329	3.54711246200608
223	"Clerks (1994)"	"Comedy"	1994	1412	3.94688385269122
224	"Don Juan DeMarco (1995)"	"Comedy|Drama|Romance"	1995	386	3.39119170984456
225	"Disclosure (1994)"	"Drama|Thriller"	1994	254	3.17322834645669
226	"Dream Man (1995)"	"Thriller"	1995	1	2
227	"Drop Zone (1994)"	"Action"	1994	129	2.67441860465116
228	"Destiny Turns on the Radio (1995)"	"Comedy"	1995	13	2.15384615384615
229	"Death and the Maiden (1994)"	"Drama|Thriller"	1994	108	3.5
230	"Dolores Claiborne (1994)"	"Drama|Thriller"	1994	349	3.45272206303725
231	"Dumb & Dumber (1994)"	"Comedy"	1994	660	3.19242424242424
232	"Eat Drink Man Woman (1994)"	"Comedy|Drama"	1994	346	4.07514450867052
233	"Exotica (1994)"	"Drama"	1994	235	3.61276595744681
234	"Exit to Eden (1994)"	"Comedy"	1994	147	2.22448979591837
235	"Ed Wood (1994)"	"Comedy|Drama"	1994	927	3.69687162891046
236	"French Kiss (1995)"	"Comedy|Romance"	1995	326	3.30368098159509
237	"Forget Paris (1995)"	"Comedy|Romance"	1995	257	2.9727626459144
238	"Far From Home: The Adventures of Yellow Dog (1995)"	"Adventure|Children's"	1995	32	2.8125
239	"Goofy Movie, A (1995)"	"Animation|Children's|Comedy|Romance"	1995	168	2.875
240	"Hideaway (1995)"	"Thriller"	1995	45	2.71111111111111
241	"Fluke (1995)"	"Children's|Drama"	1995	29	3.31034482758621
242	"Farinelli: il castrato (1994)"	"Drama|Musical"	1994	80	3.5
243	"Gordy (1995)"	"Comedy"	1995	10	2.1
244	"Gumby: The Movie (1995)"	"Animation|Children's"	1995	10	1.9
245	"Glass Shield, The (1994)"	"Crime|Drama"	1994	11	3
246	"Hoop Dreams (1994)"	"Documentary"	1994	716	4.18854748603352
247	"Heavenly Creatures (1994)"	"Drama|Fantasy|Romance|Thriller"	1994	477	3.86582809224319
248	"Houseguest (1994)"	"Comedy"	1994	138	2.91304347826087
249	"Immortal Beloved (1994)"	"Drama|Romance"	1994	261	3.75862068965517
250	"Heavyweights (1994)"	"Children's|Comedy"	1994	30	2.6
251	"Hunted, The (1995)"	"Action"	1995	18	3.27777777777778
252	"I.Q. (1994)"	"Comedy|Romance"	1994	367	3.26975476839237
253	"Interview with the Vampire (1994)"	"Drama|Horror"	1994	738	3.52439024390244
254	"Jefferson in Paris (1995)"	"Drama"	1995	38	3.07894736842105
255	"Jerky Boys, The (1994)"	"Comedy"	1994	66	2.06060606060606
256	"Junior (1994)"	"Comedy|Sci-Fi"	1994	218	2.65137614678899
257	"Just Cause (1995)"	"Mystery|Thriller"	1995	114	3.2280701754386
258	"Kid in King Arthur's Court, A (1995)"	"Adventure|Children's|Comedy|Fantasy|Romance"	1995	144	2.42361111111111
259	"Kiss of Death (1995)"	"Crime|Drama|Thriller"	1995	102	2.84313725490196
260	"Star Wars: Episode IV - A New Hope (1977)"	"Action|Adventure|Fantasy|Sci-Fi"	1977	2991	4.45369441658308
261	"Little Women (1994)"	"Drama"	1994	285	3.64912280701754
262	"Little Princess, A (1995)"	"Children's|Drama"	1995	172	3.87209302325581
263	"Ladybird Ladybird (1994)"	"Drama"	1994	28	3.85714285714286
264	"Enfer, L' (1994)"	"Drama"	1994	5	3.2
265	"Like Water for Chocolate (Como agua para chocolate) (1992)"	"Drama|Romance"	1992	772	3.93264248704663
266	"Legends of the Fall (1994)"	"Drama|Romance|War|Western"	1994	705	3.42553191489362
267	"Major Payne (1994)"	"Comedy"	1994	140	2.72857142857143
268	"Little Odessa (1994)"	"Drama"	1994	54	3.37037037037037
269	"My Crazy Life (Mi vida loca) (1993)"	"Drama"	1993	55	3.52727272727273
270	"Love Affair (1994)"	"Drama|Romance"	1994	79	3.0379746835443
271	"Losing Isaiah (1995)"	"Drama"	1995	63	3.14285714285714
272	"Madness of King George, The (1994)"	"Drama"	1994	383	3.72584856396867
273	"Mary Shelley's Frankenstein (1994)"	"Drama|Horror"	1994	244	2.89754098360656
274	"Man of the House (1995)"	"Comedy"	1995	24	2.375
275	"Mixed Nuts (1994)"	"Comedy"	1994	80	2.5375
276	"Milk Money (1994)"	"Comedy|Romance"	1994	228	2.69298245614035
277	"Miracle on 34th Street (1994)"	"Drama"	1994	170	3.18235294117647
278	"Miami Rhapsody (1995)"	"Comedy"	1995	40	2.75
279	"My Family (1995)"	"Drama"	1995	46	3.71739130434783
280	"Murder in the First (1995)"	"Drama|Thriller"	1995	212	3.57075471698113
281	"Nobody's Fool (1994)"	"Drama"	1994	233	3.6480686695279
282	"Nell (1994)"	"Drama"	1994	215	3.22325581395349
283	"New Jersey Drive (1995)"	"Crime|Drama"	1995	18	3
284	"New York Cop (1996)"	"Action|Crime"	1996	0	0
285	"Beyond Bedlam (1993)"	"Drama|Horror"	1993	0	0
286	"Nemesis 2: Nebula (1995)"	"Action|Sci-Fi|Thriller"	1995	1	3
287	"Nina Takes a Lover (1994)"	"Comedy|Romance"	1994	21	2.9047619047619
288	"Natural Born Killers (1994)"	"Action|Thriller"	1994	700	3.14428571428571
289	"Only You (1994)"	"Comedy|Romance"	1994	158	3.34177215189873
290	"Once Were Warriors (1994)"	"Crime|Drama"	1994	168	3.91666666666667
291	"Poison Ivy II (1995)"	"Thriller"	1995	48	2.20833333333333
292	"Outbreak (1995)"	"Action|Drama|Thriller"	1995	733	3.268758526603
293	"Professional, The (a.k.a. Leon: The Professional) (1994)"	"Crime|Drama|Romance|Thriller"	1994	923	4.10617551462622
294	"Perez Family, The (1995)"	"Comedy|Romance"	1995	42	3.0952380952381
295	"Pyromaniac's Love Story, A (1995)"	"Comedy|Romance"	1995	29	2.75862068965517
296	"Pulp Fiction (1994)"	"Crime|Drama"	1994	2171	4.27821280515891
297	"Panther (1995)"	"Drama"	1995	28	3.10714285714286
298	"Pushing Hands (1992)"	"Comedy"	1992	23	3.91304347826087
299	"Priest (1994)"	"Drama"	1994	143	3.66433566433566
300	"Quiz Show (1994)"	"Drama"	1994	705	3.75886524822695
301	"Picture Bride (1995)"	"Drama|Romance"	1995	43	3.30232558139535
302	"Queen Margot (La Reine Margot) (1994)"	"Drama|Romance"	1994	86	3.81395348837209
303	"Quick and the Dead, The (1995)"	"Action|Adventure|Western"	1995	418	2.97607655502392
304	"Roommates (1995)"	"Comedy|Drama"	1995	35	3.14285714285714
305	"Ready to Wear (Pret-A-Porter) (1994)"	"Comedy"	1994	127	2.50393700787402
306	"Three Colors: Red (1994)"	"Drama"	1994	334	4.22754491017964
307	"Three Colors: Blue (1993)"	"Drama"	1993	243	4.09876543209877
308	"Three Colors: White (1994)"	"Drama"	1994	202	3.96534653465347
309	"Red Firecracker, Green Firecracker (1994)"	"Drama"	1994	48	3.6875
310	"Rent-a-Kid (1995)"	"Comedy"	1995	6	2.66666666666667
311	"Relative Fear (1994)"	"Horror|Thriller"	1994	1	3
312	"Stuart Saves His Family (1995)"	"Comedy"	1995	112	2.4375
313	"Swan Princess, The (1994)"	"Animation|Children's"	1994	54	2.88888888888889
314	"Secret of Roan Inish, The (1994)"	"Drama"	1994	300	3.85
315	"Specialist, The (1994)"	"Action"	1994	153	2.65359477124183
316	"Stargate (1994)"	"Action|Adventure|Sci-Fi"	1994	1116	3.49014336917563
317	"Santa Clause, The (1994)"	"Children's|Comedy|Fantasy"	1994	641	3.19188767550702
318	"Shawshank Redemption, The (1994)"	"Drama"	1994	2227	4.55455770094297
319	"Shallow Grave (1994)"	"Thriller"	1994	273	3.89377289377289
320	"Suture (1993)"	"Film-Noir|Thriller"	1993	32	3.40625
321	"Strawberry and Chocolate (Fresa y chocolate) (1993)"	"Drama"	1993	61	3.75409836065574
322	"Swimming with Sharks (1995)"	"Comedy|Drama"	1995	209	3.71291866028708
324	"Sum of Us, The (1994)"	"Comedy"	1994	33	3.96969696969697
325	"National Lampoon's Senior Trip (1995)"	"Comedy"	1995	49	2.44897959183673
326	"To Live (Huozhe) (1994)"	"Drama"	1994	61	4.34426229508197
327	"Tank Girl (1995)"	"Action|Comedy|Musical|Sci-Fi"	1995	358	2.6145251396648
328	"Tales From the Crypt Presents: Demon Knight (1995)"	"Horror"	1995	144	3.11111111111111
329	"Star Trek: Generations (1994)"	"Action|Adventure|Sci-Fi"	1994	990	3.37676767676768
330	"Tales from the Hood (1995)"	"Comedy|Horror"	1995	149	2.73154362416107
331	"Tom & Viv (1994)"	"Drama"	1994	21	3.0952380952381
332	"Village of the Damned (1995)"	"Horror|Sci-Fi"	1995	161	2.54658385093168
333	"Tommy Boy (1995)"	"Comedy"	1995	410	3.50243902439024
334	"Vanya on 42nd Street (1994)"	"Drama"	1994	114	3.85964912280702
335	"Underneath, The (1995)"	"Mystery|Thriller"	1995	41	3.48780487804878
336	"Walking Dead, The (1995)"	"Drama|War"	1995	19	2.68421052631579
337	"What's Eating Gilbert Grape (1993)"	"Drama"	1993	693	3.84126984126984
338	"Virtuosity (1995)"	"Sci-Fi|Thriller"	1995	221	2.88235294117647
339	"While You Were Sleeping (1995)"	"Comedy|Romance"	1995	673	3.49925705794948
340	"War, The (1994)"	"Adventure|Drama"	1994	84	3.27380952380952
341	"Double Happiness (1994)"	"Drama"	1994	31	3.83870967741935
342	"Muriel's Wedding (1994)"	"Comedy|Romance"	1994	518	3.67760617760618
343	"Baby-Sitters Club, The (1995)"	"Children's"	1995	42	2.42857142857143
344	"Ace Ventura: Pet Detective (1994)"	"Comedy"	1994	766	3.14882506527415
345	"Adventures of Priscilla, Queen of the Desert, The (1994)"	"Comedy|Drama"	1994	469	3.80597014925373
346	"Backbeat (1993)"	"Drama|Musical"	1993	120	3.525
347	"Bitter Moon (1992)"	"Drama"	1992	46	3.17391304347826
348	"Bullets Over Broadway (1994)"	"Comedy"	1994	455	3.6989010989011
349	"Clear and Present Danger (1994)"	"Action|Adventure|Thriller"	1994	1059	3.7261567516525
350	"Client, The (1994)"	"Drama|Mystery|Thriller"	1994	515	3.39223300970874
351	"Corrina, Corrina (1994)"	"Comedy|Drama|Romance"	1994	257	3.34241245136187
352	"Crooklyn (1994)"	"Comedy"	1994	119	3.13445378151261
353	"Crow, The (1994)"	"Action|Romance|Thriller"	1994	734	3.44550408719346
354	"Cobb (1994)"	"Drama"	1994	67	3.17910447761194
355	"Flintstones, The (1994)"	"Children's|Comedy"	1994	267	2.35205992509363
356	"Forrest Gump (1994)"	"Comedy|Romance|War"	1994	2194	4.08796718322698
357	"Four Weddings and a Funeral (1994)"	"Comedy|Romance"	1994	1233	3.74371451743715
358	"Higher Learning (1995)"	"Drama"	1995	141	3.17021276595745
359	"I Like It Like That (1994)"	"Comedy|Drama|Romance"	1994	19	3.21052631578947
